source ID,source name,source ref,source type,mapping type,target ID,target name,target ref,target type,mapping description,STIX ID,created,last modified,ID_group,name_group,ID_technique,name_technique
G0112,Windshift,intrusion-set--afec6dc3-a18e-4b62-b1a4-5510e1a498d1,group,uses,T1036,Masquerading,attack-pattern--42e8de7b-37b2-4258-905a-6897815e58e0,technique,"[Windshift](https://attack.mitre.org/groups/G0112) has used icons mimicking MS Office files to mask malicious executables.(Citation: objective-see windtail1 dec 2018) [Windshift](https://attack.mitre.org/groups/G0112) has also attempted to hide executables by changing the file extension to "".scr"" to mimic Windows screensavers.(Citation: BlackBerry Bahamut)",relationship--ad880548-e776-4e7b-995d-ce6fdc91e865,25-Jun-20,24-May-21,G0112,Windshift,T1036,Masquerading
G0112,Windshift,intrusion-set--afec6dc3-a18e-4b62-b1a4-5510e1a498d1,group,uses,T1027,Obfuscated Files or Information,attack-pattern--b3d682b6-98f2-4fb0-aa3b-b4df007ca70a,technique,[Windshift](https://attack.mitre.org/groups/G0112) has used string encoding with floating point calculations.(Citation: BlackBerry Bahamut),relationship--996defcb-8a62-4271-9d01-93d66525b159,9-Apr-21,24-May-21,G0112,Windshift,T1027,Obfuscated Files or Information
G0112,Windshift,intrusion-set--afec6dc3-a18e-4b62-b1a4-5510e1a498d1,group,uses,T1057,Process Discovery,attack-pattern--8f4a33ec-8b1f-4b80-a2f6-642b2e479580,technique,[Windshift](https://attack.mitre.org/groups/G0112) has used malware to enumerate active processes.(Citation: BlackBerry Bahamut),relationship--09237e32-a423-4ce3-bb15-4e47848ee7f7,12-Apr-21,24-May-21,G0112,Windshift,T1057,Process Discovery
G0112,Windshift,intrusion-set--afec6dc3-a18e-4b62-b1a4-5510e1a498d1,group,uses,T1547.001,Registry Run Keys / Startup Folder,attack-pattern--9efb1ea7-c37b-4595-9640-b7680cd84279,technique,[Windshift](https://attack.mitre.org/groups/G0112) has created LNK files in the Startup folder to establish persistence.(Citation: BlackBerry Bahamut),relationship--6aeeb7e4-fc09-40a6-b071-c04df0f92928,19-Apr-21,24-May-21,G0112,Windshift,T1547.001,Boot or Logon Autostart Execution: Registry Run Keys / Startup Folder
G0112,Windshift,intrusion-set--afec6dc3-a18e-4b62-b1a4-5510e1a498d1,group,uses,T1518.001,Security Software Discovery,attack-pattern--cba37adb-d6fb-4610-b069-dd04c0643384,technique,[Windshift](https://attack.mitre.org/groups/G0112) has used malware to identify installed AV and commonly used forensic and malware analysis tools.(Citation: BlackBerry Bahamut),relationship--1a2f3d08-8a75-4ad5-8aba-445d37ebbff8,12-Apr-21,24-May-21,G0112,Windshift,T1518.001,Software Discovery: Security Software Discovery
G0112,Windshift,intrusion-set--afec6dc3-a18e-4b62-b1a4-5510e1a498d1,group,uses,T1518,Software Discovery,attack-pattern--e3b6daca-e963-4a69-aee6-ed4fd653ad58,technique,[Windshift](https://attack.mitre.org/groups/G0112) has used malware to identify installed software.(Citation: BlackBerry Bahamut),relationship--715262b6-9d31-4589-ba53-fb5d7be3f1f5,12-Apr-21,24-May-21,G0112,Windshift,T1518,Software Discovery
G0112,Windshift,intrusion-set--afec6dc3-a18e-4b62-b1a4-5510e1a498d1,group,uses,T1566.001,Spearphishing Attachment,attack-pattern--2e34237d-8574-43f6-aace-ae2915de8597,technique,[Windshift](https://attack.mitre.org/groups/G0112) has sent spearphishing emails with attachment to harvest credentials and deliver malware.(Citation: SANS Windshift August 2018),relationship--1ab045b8-35b4-4920-8223-d1a6b8c6ae1e,25-Jun-20,26-Jun-20,G0112,Windshift,T1566.001,Phishing: Spearphishing Attachment
G0112,Windshift,intrusion-set--afec6dc3-a18e-4b62-b1a4-5510e1a498d1,group,uses,T1566.002,Spearphishing Link,attack-pattern--2b742742-28c3-4e1b-bab7-8350d6300fa7,technique,[Windshift](https://attack.mitre.org/groups/G0112) has sent spearphishing emails with links to harvest credentials and deliver malware.(Citation: SANS Windshift August 2018),relationship--88157c8d-48d7-4114-8783-d22999a8f990,25-Jun-20,25-Jun-20,G0112,Windshift,T1566.002,Phishing: Spearphishing Link
G0112,Windshift,intrusion-set--afec6dc3-a18e-4b62-b1a4-5510e1a498d1,group,uses,T1566.003,Spearphishing via Service,attack-pattern--f6ad61ee-65f3-4bd0-a3f5-2f0accb36317,technique,"[Windshift](https://attack.mitre.org/groups/G0112) has used fake personas on social media to engage and target victims.(Citation: SANS Windshift August 2018)	",relationship--241c2c47-3659-4899-bf5b-64f0ed94c916,26-Jun-20,26-Jun-20,G0112,Windshift,T1566.003,Phishing: Spearphishing via Service
G0112,Windshift,intrusion-set--afec6dc3-a18e-4b62-b1a4-5510e1a498d1,group,uses,T1082,System Information Discovery,attack-pattern--354a7f88-63fb-41b5-a801-ce3b377b36f1,technique,[Windshift](https://attack.mitre.org/groups/G0112) has used malware to identify the computer name of a compromised host.(Citation: BlackBerry Bahamut),relationship--ea41718b-4215-43d4-8d1f-def88af935e3,12-Apr-21,24-May-21,G0112,Windshift,T1082,System Information Discovery
G0112,Windshift,intrusion-set--afec6dc3-a18e-4b62-b1a4-5510e1a498d1,group,uses,T1033,System Owner/User Discovery,attack-pattern--03d7999c-1f4c-42cc-8373-e7690d318104,technique,[Windshift](https://attack.mitre.org/groups/G0112) has used malware to identify the username on a compromised host.(Citation: BlackBerry Bahamut),relationship--caf951a5-6952-4966-941d-71d9cd598b28,12-Apr-21,24-May-21,G0112,Windshift,T1033,System Owner/User Discovery
G0112,Windshift,intrusion-set--afec6dc3-a18e-4b62-b1a4-5510e1a498d1,group,uses,T1059.005,Visual Basic,attack-pattern--dfd7cc1d-e1d8-4394-a198-97c4cab8aa67,technique,[Windshift](https://attack.mitre.org/groups/G0112) has used Visual Basic 6 (VB6) payloads.(Citation: BlackBerry Bahamut),relationship--116f105a-ee8c-4544-9164-a0a28a572228,9-Apr-21,24-May-21,G0112,Windshift,T1059.005,Command and Scripting Interpreter: Visual Basic
G0112,Windshift,intrusion-set--afec6dc3-a18e-4b62-b1a4-5510e1a498d1,group,uses,T1071.001,Web Protocols,attack-pattern--df8b2a25-8bdf-4856-953c-a04372b1c161,technique,[Windshift](https://attack.mitre.org/groups/G0112) has used tools that communicate with C2 over HTTP.(Citation: BlackBerry Bahamut),relationship--aca30dc6-34c2-45f3-87a4-9d9abda01036,9-Apr-21,24-May-21,G0112,Windshift,T1071.001,Application Layer Protocol: Web Protocols
G0112,Windshift,intrusion-set--afec6dc3-a18e-4b62-b1a4-5510e1a498d1,group,uses,T1047,Windows Management Instrumentation,attack-pattern--01a5a209-b94c-450b-b7f9-946497d91055,technique,[Windshift](https://attack.mitre.org/groups/G0112) has used WMI to collect information about target machines.(Citation: BlackBerry Bahamut),relationship--c53a4d1a-7d41-451e-a4f8-4f69ad27ab7d,12-Apr-21,24-May-21,G0112,Windshift,T1047,Windows Management Instrumentation
G0044,Winnti Group,intrusion-set--c5947e1c-1cbc-434c-94b8-27c7e3be0fff,group,uses,T1553.002,Code Signing,attack-pattern--32901740-b42c-4fdd-bc02-345b5dc57082,technique,[Winnti Group](https://attack.mitre.org/groups/G0044) used stolen certificates to sign its malware.(Citation: Kaspersky Winnti April 2013),relationship--f28627be-fddd-455c-b001-abddaaa29fa7,31-May-17,25-Mar-19,G0044,Winnti Group,T1553.002,Subvert Trust Controls: Code Signing
G0044,Winnti Group,intrusion-set--c5947e1c-1cbc-434c-94b8-27c7e3be0fff,group,uses,T1583.001,Domains,attack-pattern--40f5caa0-4cb7-4117-89fc-d421bb493df3,technique,[Winnti Group](https://attack.mitre.org/groups/G0044) has registered domains for C2 that mimicked sites of their intended targets.(Citation: Kaspersky Winnti April 2013),relationship--e6dadc21-2dcd-41fc-a706-a08942551487,5-Jan-22,5-Jan-22,G0044,Winnti Group,T1583.001,Acquire Infrastructure: Domains
G0044,Winnti Group,intrusion-set--c5947e1c-1cbc-434c-94b8-27c7e3be0fff,group,uses,T1083,File and Directory Discovery,attack-pattern--7bc57495-ea59-4380-be31-a64af124ef18,technique,[Winnti Group](https://attack.mitre.org/groups/G0044) has used a program named ff.exe to search for specific documents on compromised hosts.(Citation: Kaspersky Winnti April 2013),relationship--db0b0cf9-cb49-43ed-aa61-d4215d1775b8,5-Jan-22,5-Jan-22,G0044,Winnti Group,T1083,File and Directory Discovery
G0044,Winnti Group,intrusion-set--c5947e1c-1cbc-434c-94b8-27c7e3be0fff,group,uses,T1105,Ingress Tool Transfer,attack-pattern--e6919abc-99f9-4c6c-95a5-14761e7b2add,technique,[Winnti Group](https://attack.mitre.org/groups/G0044) has downloaded an auxiliary program named ff.exe to infected machines.(Citation: Kaspersky Winnti April 2013),relationship--c21009bb-5a7b-438d-9aed-1ec85cbd0d75,5-Jan-22,5-Jan-22,G0044,Winnti Group,T1105,Ingress Tool Transfer
G0044,Winnti Group,intrusion-set--c5947e1c-1cbc-434c-94b8-27c7e3be0fff,group,uses,T1057,Process Discovery,attack-pattern--8f4a33ec-8b1f-4b80-a2f6-642b2e479580,technique,[Winnti Group](https://attack.mitre.org/groups/G0044) looked for a specific process running on infected servers.(Citation: Kaspersky Winnti April 2013),relationship--e8cb4430-db05-4029-b011-926a2ba17a4c,31-May-17,25-Mar-19,G0044,Winnti Group,T1057,Process Discovery
G0044,Winnti Group,intrusion-set--c5947e1c-1cbc-434c-94b8-27c7e3be0fff,group,uses,T1014,Rootkit,attack-pattern--0f20e3cb-245b-4a61-8a91-2d93f7cb0e9b,technique,[Winnti Group](https://attack.mitre.org/groups/G0044) used a rootkit to modify typical server functionality.(Citation: Kaspersky Winnti April 2013),relationship--05e05236-1635-48d7-8ee3-33319c01c815,31-May-17,25-Mar-19,G0044,Winnti Group,T1014,Rootkit
G0102,Wizard Spider,intrusion-set--dd2d9ca6-505b-4860-a604-233685b802c7,group,uses,T1560.001,Archive via Utility,attack-pattern--00f90846-cbd1-4fc5-9233-df5c2bf2a662,technique,[Wizard Spider](https://attack.mitre.org/groups/G0102) has archived data into ZIP files on compromised machines.(Citation: Mandiant FIN12 Oct 2021),relationship--18437772-ace9-4a63-b928-8f313dc44f1e,8-Aug-23,12-Sep-23,G0102,Wizard Spider,T1560.001,Archive Collected Data: Archive via Utility
G0102,Wizard Spider,intrusion-set--dd2d9ca6-505b-4860-a604-233685b802c7,group,uses,T1197,BITS Jobs,attack-pattern--c8e87b83-edbb-48d4-9295-4974897525b7,technique,[Wizard Spider](https://attack.mitre.org/groups/G0102) has used batch scripts that utilizes WMIC to execute a [BITSAdmin](https://attack.mitre.org/software/S0190) transfer of a ransomware payload to each compromised machine.(Citation: Mandiant FIN12 Oct 2021) ,relationship--fb229043-04d8-40e8-a155-bd2471bfc5c3,7-Aug-23,12-Sep-23,G0102,Wizard Spider,T1197,BITS Jobs
G0102,Wizard Spider,intrusion-set--dd2d9ca6-505b-4860-a604-233685b802c7,group,uses,T1553.002,Code Signing,attack-pattern--32901740-b42c-4fdd-bc02-345b5dc57082,technique,[Wizard Spider](https://attack.mitre.org/groups/G0102) has used Digicert code-signing certificates for some of its malware.(Citation: DFIR Ryuk 2 Hour Speed Run November 2020),relationship--9438f268-3827-435b-98b5-79dbc0ee5213,10-Nov-20,10-Nov-20,G0102,Wizard Spider,T1553.002,Subvert Trust Controls: Code Signing
G0102,Wizard Spider,intrusion-set--dd2d9ca6-505b-4860-a604-233685b802c7,group,uses,T1588.003,Code Signing Certificates,attack-pattern--e7cbc1de-1f79-48ee-abfd-da1241c65a15,technique,"[Wizard Spider](https://attack.mitre.org/groups/G0102) has obtained code signing certificates signed by DigiCert, GlobalSign, and COMOOD for malware payloads.(Citation: DFIR Ryuk 2 Hour Speed Run November 2020)(Citation: Mandiant FIN12 Oct 2021)",relationship--00a88d6f-fa8c-48bf-a028-fb75ca04e000,10-Nov-20,12-Sep-23,G0102,Wizard Spider,T1588.003,Obtain Capabilities: Code Signing Certificates
G0102,Wizard Spider,intrusion-set--dd2d9ca6-505b-4860-a604-233685b802c7,group,uses,T1027.010,Command Obfuscation,attack-pattern--d511a6f6-4a33-41d5-bc95-c343875d1377,technique,[Wizard Spider](https://attack.mitre.org/groups/G0102) used Base64 encoding to obfuscate an [Empire](https://attack.mitre.org/software/S0363) service and PowerShell commands.(Citation: FireEye Ryuk and Trickbot January 2019)(Citation: DFIR Ryuk's Return October 2020),relationship--5a2c4561-48e4-4d51-8f00-ff470a18df32,13-May-20,22-Mar-23,G0102,Wizard Spider,T1027.010,Obfuscated Files or Information: Command Obfuscation
G0102,Wizard Spider,intrusion-set--dd2d9ca6-505b-4860-a604-233685b802c7,group,uses,T1074,Data Staged,attack-pattern--7dd95ff6-712e-4056-9626-312ea4ab4c5e,technique,"[Wizard Spider](https://attack.mitre.org/groups/G0102) has collected and staged credentials and network enumeration information, using  the networkdll and psfin [TrickBot](https://attack.mitre.org/software/S0266) modules.(Citation: CrowdStrike Grim Spider May 2019)",relationship--2c54816e-5dd1-4723-99f5-29c80a2fc171,13-May-20,13-May-20,G0102,Wizard Spider,T1074,Data Staged
G0102,Wizard Spider,intrusion-set--dd2d9ca6-505b-4860-a604-233685b802c7,group,uses,T1005,Data from Local System,attack-pattern--3c4a2599-71ee-4405-ba1e-0e28414b4bc5,technique,[Wizard Spider](https://attack.mitre.org/groups/G0102) has collected data from a compromised host prior to exfiltration.(Citation: Mandiant FIN12 Oct 2021),relationship--e199c02e-a45c-4eca-ab24-7b037167c775,3-Aug-23,12-Sep-23,G0102,Wizard Spider,T1005,Data from Local System
G0102,Wizard Spider,intrusion-set--dd2d9ca6-505b-4860-a604-233685b802c7,group,uses,T1562.001,Disable or Modify Tools,attack-pattern--ac08589e-ee59-4935-8667-d845e38fe579,technique,[Wizard Spider](https://attack.mitre.org/groups/G0102) has shut down or uninstalled security applications on victim systems that might prevent ransomware from executing.(Citation: DHS/CISA Ransomware Targeting Healthcare October 2020)(Citation: FireEye KEGTAP SINGLEMALT October 2020)(Citation: DFIR Ryuk's Return October 2020)(Citation: Mandiant FIN12 Oct 2021),relationship--dae7228a-89f0-4e1c-b306-b9f6d08b902d,10-Nov-20,12-Sep-23,G0102,Wizard Spider,T1562.001,Impair Defenses: Disable or Modify Tools
G0102,Wizard Spider,intrusion-set--dd2d9ca6-505b-4860-a604-233685b802c7,group,uses,T1087.002,Domain Account,attack-pattern--21875073-b0ee-49e3-9077-1e2a885359af,technique,"[Wizard Spider](https://attack.mitre.org/groups/G0102) has identified domain admins through the use of `net group ""Domain admins"" /DOMAIN`. [Wizard Spider](https://attack.mitre.org/groups/G0102) has also leveraged the PowerShell cmdlet `Get-ADComputer` to collect account names from Active Directory data.(Citation: DFIR Ryuk's Return October 2020)(Citation: Mandiant FIN12 Oct 2021)",relationship--82dee5a5-7890-4bed-bc8c-83ffa13a8bcf,10-Nov-20,3-Oct-23,G0102,Wizard Spider,T1087.002,Account Discovery: Domain Account
G0102,Wizard Spider,intrusion-set--dd2d9ca6-505b-4860-a604-233685b802c7,group,uses,T1136.002,Domain Account,attack-pattern--7610cada-1499-41a4-b3dd-46467b68d177,technique,[Wizard Spider](https://attack.mitre.org/groups/G0102) has created and used new accounts within a victim's Active Directory environment to maintain persistence.(Citation: Mandiant FIN12 Oct 2021),relationship--970860bd-6183-4728-8f34-a5a1ad199655,7-Aug-23,12-Sep-23,G0102,Wizard Spider,T1136.002,Create Account: Domain Account
G0102,Wizard Spider,intrusion-set--dd2d9ca6-505b-4860-a604-233685b802c7,group,uses,T1078.002,Domain Accounts,attack-pattern--c3d4bdd9-2cfe-4a80-9d0c-07a29ecdce8f,technique,"[Wizard Spider](https://attack.mitre.org/groups/G0102) has used administrative accounts, including Domain Admin, to move laterally within a victim network.(Citation: FireEye KEGTAP SINGLEMALT October 2020)",relationship--2dd33387-a109-46cd-8204-cb79a62e4830,10-Nov-20,10-Nov-20,G0102,Wizard Spider,T1078.002,Valid Accounts: Domain Accounts
G0102,Wizard Spider,intrusion-set--dd2d9ca6-505b-4860-a604-233685b802c7,group,uses,T1055.001,Dynamic-link Library Injection,attack-pattern--f4599aa0-4f85-4a32-80ea-fc39dc965945,technique,"[Wizard Spider](https://attack.mitre.org/groups/G0102) has injected malicious DLLs into memory with read, write, and execute permissions.(Citation: DHS/CISA Ransomware Targeting Healthcare October 2020)(Citation: DFIR Ryuk 2 Hour Speed Run November 2020)",relationship--f9d9b5aa-f4d6-46fc-8831-21ca405ab8e5,10-Nov-20,10-Nov-20,G0102,Wizard Spider,T1055.001,Process Injection: Dynamic-link Library Injection
G0102,Wizard Spider,intrusion-set--dd2d9ca6-505b-4860-a604-233685b802c7,group,uses,T1585.002,Email Accounts,attack-pattern--65013dd2-bc61-43e3-afb5-a14c4fa7437a,technique,[Wizard Spider](https://attack.mitre.org/groups/G0102) has leveraged ProtonMail email addresses in ransom notes when delivering [Ryuk](https://attack.mitre.org/software/S0446) ransomware.(Citation: Mandiant FIN12 Oct 2021),relationship--a28b6a04-5562-4550-91bd-6397c0c9fe3f,7-Aug-23,12-Sep-23,G0102,Wizard Spider,T1585.002,Establish Accounts: Email Accounts
G0102,Wizard Spider,intrusion-set--dd2d9ca6-505b-4860-a604-233685b802c7,group,uses,T1041,Exfiltration Over C2 Channel,attack-pattern--92d7da27-2d91-488e-a00c-059dc162766d,technique,[Wizard Spider](https://attack.mitre.org/groups/G0102) has exfiltrated domain credentials and network enumeration information over command and control (C2) channels.(Citation: CrowdStrike Grim Spider May 2019)(Citation: Mandiant FIN12 Oct 2021),relationship--c51d9123-7f7e-41e6-8cf7-7c7dc4170ca0,13-May-20,12-Sep-23,G0102,Wizard Spider,T1041,Exfiltration Over C2 Channel
G0102,Wizard Spider,intrusion-set--dd2d9ca6-505b-4860-a604-233685b802c7,group,uses,T1048.003,Exfiltration Over Unencrypted Non-C2 Protocol,attack-pattern--fb8d023d-45be-47e9-bc51-f56bcae6435b,technique,[Wizard Spider](https://attack.mitre.org/groups/G0102) has exfiltrated victim information using FTP.(Citation: DFIR Ryuk's Return October 2020)(Citation: DFIR Ryuk 2 Hour Speed Run November 2020),relationship--5fe0a46c-7a06-4aea-9768-d611d3f3116d,10-Nov-20,10-Nov-20,G0102,Wizard Spider,T1048.003,Exfiltration Over Alternative Protocol: Exfiltration Over Unencrypted Non-C2 Protocol
G0102,Wizard Spider,intrusion-set--dd2d9ca6-505b-4860-a604-233685b802c7,group,uses,T1567.002,Exfiltration to Cloud Storage,attack-pattern--bf1b6176-597c-4600-bfcd-ac989670f96b,technique,[Wizard Spider](https://attack.mitre.org/groups/G0102) has exfiltrated stolen victim data to various cloud storage providers.(Citation: Mandiant FIN12 Oct 2021) ,relationship--743f2f00-57d0-4df8-94db-b044e2551890,7-Aug-23,12-Sep-23,G0102,Wizard Spider,T1567.002,Exfiltration Over Web Service: Exfiltration to Cloud Storage
G0102,Wizard Spider,intrusion-set--dd2d9ca6-505b-4860-a604-233685b802c7,group,uses,T1210,Exploitation of Remote Services,attack-pattern--9db0cf3a-a3c9-4012-8268-123b9db6fd82,technique,[Wizard Spider](https://attack.mitre.org/groups/G0102) has exploited or attempted to exploit Zerologon (CVE-2020-1472) and EternalBlue (MS17-010) vulnerabilities.(Citation: FireEye KEGTAP SINGLEMALT October 2020)(Citation: DFIR Ryuk's Return October 2020)(Citation: DFIR Ryuk in 5 Hours October 2020),relationship--14f3eebf-40c3-48d5-ad62-356d57ccf2dc,10-Nov-20,10-Nov-20,G0102,Wizard Spider,T1210,Exploitation of Remote Services
G0102,Wizard Spider,intrusion-set--dd2d9ca6-505b-4860-a604-233685b802c7,group,uses,T1133,External Remote Services,attack-pattern--10d51417-ee35-4589-b1ff-b6df1c334e8d,technique,[Wizard Spider](https://attack.mitre.org/groups/G0102) has accessed victim networks by using stolen credentials to access the corporate VPN infrastructure.(Citation: FireEye KEGTAP SINGLEMALT October 2020),relationship--79b0a6bc-4061-468c-ac1b-eef3dc3fb419,10-Nov-20,10-Nov-20,G0102,Wizard Spider,T1133,External Remote Services
G0102,Wizard Spider,intrusion-set--dd2d9ca6-505b-4860-a604-233685b802c7,group,uses,T1070.004,File Deletion,attack-pattern--d63a3fb8-9452-4e9d-a60a-54be68d5998c,technique,[Wizard Spider](https://attack.mitre.org/groups/G0102) has used file deletion to remove some modules and configurations from an infected host after use.(Citation: CrowdStrike Grim Spider May 2019),relationship--5c252868-1474-4fed-b3b2-07a6d3415034,13-May-20,13-May-20,G0102,Wizard Spider,T1070.004,Indicator Removal: File Deletion
G0102,Wizard Spider,intrusion-set--dd2d9ca6-505b-4860-a604-233685b802c7,group,uses,T1552.006,Group Policy Preferences,attack-pattern--8d7bd4f5-3a89-4453-9c82-2c8894d5655e,technique,[Wizard Spider](https://attack.mitre.org/groups/G0102) has used PowerShell cmdlets `Get-GPPPassword` and `Find-GPOPassword` to find unsecured credentials in a compromised network group policy.(Citation: Mandiant FIN12 Oct 2021),relationship--5c98e0bb-7451-4c61-a798-4306b89b1e61,8-Aug-23,12-Sep-23,G0102,Wizard Spider,T1552.006,Unsecured Credentials: Group Policy Preferences
G0102,Wizard Spider,intrusion-set--dd2d9ca6-505b-4860-a604-233685b802c7,group,uses,T1105,Ingress Tool Transfer,attack-pattern--e6919abc-99f9-4c6c-95a5-14761e7b2add,technique,[Wizard Spider](https://attack.mitre.org/groups/G0102) can transfer malicious payloads such as ransomware to compromised machines.(Citation: Mandiant FIN12 Oct 2021),relationship--a137a1d7-d40b-4565-8377-98a3065d5fec,7-Aug-23,12-Sep-23,G0102,Wizard Spider,T1105,Ingress Tool Transfer
G0102,Wizard Spider,intrusion-set--dd2d9ca6-505b-4860-a604-233685b802c7,group,uses,T1490,Inhibit System Recovery,attack-pattern--f5d8eed6-48a9-4cdf-a3d7-d1ffa99c3d2a,technique,[Wizard Spider](https://attack.mitre.org/groups/G0102) has used WMIC and vssadmin to manually delete volume shadow copies. [Wizard Spider](https://attack.mitre.org/groups/G0102) has also used [Conti](https://attack.mitre.org/software/S0575) ransomware to delete volume shadow copies automatically with the use of vssadmin.(Citation: Mandiant FIN12 Oct 2021) ,relationship--773fc200-e44d-4049-b972-043c1e3d9035,7-Aug-23,12-Sep-23,G0102,Wizard Spider,T1490,Inhibit System Recovery
G0102,Wizard Spider,intrusion-set--dd2d9ca6-505b-4860-a604-233685b802c7,group,uses,T1558.003,Kerberoasting,attack-pattern--f2877f7f-9a4c-4251-879f-1224e3006bee,technique,"[Wizard Spider](https://attack.mitre.org/groups/G0102) has used Rubeus, MimiKatz Kerberos module, and the Invoke-Kerberoast cmdlet to steal AES hashes.(Citation: DFIR Ryuk's Return October 2020)(Citation: FireEye KEGTAP SINGLEMALT October 2020)(Citation: DHS/CISA Ransomware Targeting Healthcare October 2020)(Citation: DFIR Ryuk 2 Hour Speed Run November 2020)(Citation: Mandiant FIN12 Oct 2021)",relationship--72b30ddb-137c-4799-bacd-ab17aa2d01fc,10-Nov-20,12-Sep-23,G0102,Wizard Spider,T1558.003,Steal or Forge Kerberos Tickets: Kerberoasting
G0102,Wizard Spider,intrusion-set--dd2d9ca6-505b-4860-a604-233685b802c7,group,uses,T1557.001,LLMNR/NBT-NS Poisoning and SMB Relay,attack-pattern--650c784b-7504-4df7-ab2c-4ea882384d1e,technique,"[Wizard Spider](https://attack.mitre.org/groups/G0102) has used the Invoke-Inveigh PowerShell cmdlets, likely for name service poisoning.(Citation: FireEye KEGTAP SINGLEMALT October 2020)",relationship--9bd4212c-2e17-41e2-9ff3-1448642ce958,10-Nov-20,10-Nov-20,G0102,Wizard Spider,T1557.001,Adversary-in-the-Middle: LLMNR/NBT-NS Poisoning and SMB Relay
G0102,Wizard Spider,intrusion-set--dd2d9ca6-505b-4860-a604-233685b802c7,group,uses,T1003.001,LSASS Memory,attack-pattern--65f2d882-3f41-4d48-8a06-29af77ec9f90,technique,[Wizard Spider](https://attack.mitre.org/groups/G0102) has dumped the lsass.exe memory to harvest credentials with the use of open-source tool [LaZagne](https://attack.mitre.org/software/S0349).(Citation: Mandiant FIN12 Oct 2021),relationship--bfd2f3f1-3a5f-4500-be4e-39e3f8d6cb8e,3-Aug-23,12-Sep-23,G0102,Wizard Spider,T1003.001,OS Credential Dumping: LSASS Memory
G0102,Wizard Spider,intrusion-set--dd2d9ca6-505b-4860-a604-233685b802c7,group,uses,T1570,Lateral Tool Transfer,attack-pattern--bf90d72c-c00b-45e3-b3aa-68560560d4c5,technique,[Wizard Spider](https://attack.mitre.org/groups/G0102) has used stolen credentials to copy tools into the <code>%TEMP%</code> directory of domain controllers.(Citation: CrowdStrike Grim Spider May 2019),relationship--4f243ab6-812f-4fd3-9607-8d94409a94c1,13-May-20,15-May-20,G0102,Wizard Spider,T1570,Lateral Tool Transfer
G0102,Wizard Spider,intrusion-set--dd2d9ca6-505b-4860-a604-233685b802c7,group,uses,T1136.001,Local Account,attack-pattern--635cbe30-392d-4e27-978e-66774357c762,technique,[Wizard Spider](https://attack.mitre.org/groups/G0102) has created local administrator accounts to maintain persistence in compromised networks.(Citation: Mandiant FIN12 Oct 2021),relationship--0038b0b8-f51c-4fd1-8b04-2fd7ebd1d61d,7-Aug-23,12-Sep-23,G0102,Wizard Spider,T1136.001,Create Account: Local Account
G0102,Wizard Spider,intrusion-set--dd2d9ca6-505b-4860-a604-233685b802c7,group,uses,T1074.001,Local Data Staging,attack-pattern--1c34f7aa-9341-4a48-bfab-af22e51aca6c,technique,"[Wizard Spider](https://attack.mitre.org/groups/G0102) has staged ZIP files in local directories such as, `C:\PerfLogs\1\` and `C:\User\1\` prior to exfiltration.(Citation: Mandiant FIN12 Oct 2021)",relationship--97a62430-6a83-4ead-b8c7-ce47f5d0cac0,7-Aug-23,12-Sep-23,G0102,Wizard Spider,T1074.001,Data Staged: Local Data Staging
G0102,Wizard Spider,intrusion-set--dd2d9ca6-505b-4860-a604-233685b802c7,group,uses,T1204.002,Malicious File,attack-pattern--232b7f21-adf9-4b42-b936-b9d6f7df856e,technique,"[Wizard Spider](https://attack.mitre.org/groups/G0102) has lured victims to execute malware with spearphishing attachments containing macros to download either [Emotet](https://attack.mitre.org/software/S0367), Bokbot, [TrickBot](https://attack.mitre.org/software/S0266), or [Bazar](https://attack.mitre.org/software/S0534).(Citation: CrowdStrike Grim Spider May 2019)(Citation: CrowdStrike Wizard Spider October 2020)(Citation: Mandiant FIN12 Oct 2021)",relationship--53e1bf2f-7ab4-4173-879b-9975618c4527,13-May-20,12-Sep-23,G0102,Wizard Spider,T1204.002,User Execution: Malicious File
G0102,Wizard Spider,intrusion-set--dd2d9ca6-505b-4860-a604-233685b802c7,group,uses,T1204.001,Malicious Link,attack-pattern--ef67e13e-5598-4adc-bdb2-998225874fa9,technique,[Wizard Spider](https://attack.mitre.org/groups/G0102) has lured victims into clicking a malicious link delivered through spearphishing.(Citation: DHS/CISA Ransomware Targeting Healthcare October 2020),relationship--b9dcab92-6b0d-43c7-a122-90eccb016b9d,10-Nov-20,10-Nov-20,G0102,Wizard Spider,T1204.001,User Execution: Malicious Link
G0102,Wizard Spider,intrusion-set--dd2d9ca6-505b-4860-a604-233685b802c7,group,uses,T1036.004,Masquerade Task or Service,attack-pattern--7bdca9d5-d500-4d7d-8c52-5fd47baf4c0c,technique,"[Wizard Spider](https://attack.mitre.org/groups/G0102) has used scheduled tasks to install [TrickBot](https://attack.mitre.org/software/S0266), using task names to appear legitimate such as WinDotNet, GoogleTask, or Sysnetsf.(Citation: CrowdStrike Grim Spider May 2019) It has also used common document file names for other malware binaries.(Citation: FireEye KEGTAP SINGLEMALT October 2020)",relationship--7e555910-0e1b-403d-a369-e7a2e8e61670,13-May-20,10-Nov-20,G0102,Wizard Spider,T1036.004,Masquerading: Masquerade Task or Service
